alcohol,chlorides,citric acid,density,pH,sulphates,total sulfur dioxide,volatile acidity,quality
9.0,0.051,0.42,0.9932,3.02,0.4000000059604645,197.0,0.45,5
9.0,0.038,0.39,0.9999,2.97,0.4699999988079071,155.0,0.25,6
10.0,0.038,0.28,0.99566,3.12,0.5600000023841858,202.0,0.26,6
11.3,0.04,0.32,0.992,3.0,0.550000011920929,166.0,0.37,7
9.4,0.046,0.2,0.9944,3.15,0.4099999964237213,116.0,0.38,5
12.4,0.02,0.31,0.99035,3.26,0.4399999976158142,89.0,0.33,8
9.2,0.038,0.05,0.9924,3.36,0.3499999940395355,30.0,0.29,5
12.5,0.031,0.26,0.99198,3.4,0.7300000190734863,120.0,0.32,7
10.4,0.047,0.28,0.99168,3.5,0.4900000095367431,148.0,0.21,5
9.4,0.049,0.27,0.99502,3.16,0.3799999952316284,178.0,0.54,4
12.3,0.027,0.42,0.9914,3.4,0.4000000059604645,178.0,0.26,8
10.2,0.041,0.3,0.99642,3.12,0.4900000095367431,192.0,0.32,6
12.5,0.034,0.32,0.9898,3.36,0.4000000059604645,110.0,0.27,6
10.5,0.049,0.18,0.9963,3.14,0.3499999940395355,124.0,0.25,5
10.4,0.046,0.32,0.9955,3.25,0.5,245.0,0.25,6
9.3,0.051,0.25,0.99946,3.13,0.6200000047683716,182.0,0.35,6
11.9,0.028,0.32,0.99076,3.27,0.5899999737739563,92.0,0.22,7
9.9,0.045,0.34,0.9934,3.18,0.6100000143051147,214.0,0.155,7
12.0,0.041,0.32,0.98978,3.07,0.449999988079071,94.0,0.26,6
10.1,0.04,0.35,0.9941,3.12,0.6600000262260437,260.0,0.39,5
9.5,0.045,0.44,0.9967,3.24,0.5400000214576721,197.0,0.255,6
9.9,0.028,0.0,0.9937,3.35,0.6100000143051147,163.0,0.33,5
9.2,0.051,0.32,0.998,3.54,0.449999988079071,106.0,0.105,6
11.1,0.022,0.34,0.9912,3.23,0.5699999928474426,94.0,0.19,6
9.9,0.043,0.26,0.9936,3.06,0.5799999833106995,113.0,0.16,6
9.4,0.051,0.26,0.9984,3.0,0.4300000071525574,149.0,0.18,6
10.9,0.051,0.27,0.9928,3.23,0.5,195.0,0.26,6
12.5,0.027,0.28,0.98948,3.35,0.3799999952316284,101.0,0.22,7
10.2,0.049,0.49,0.9971,3.09,0.5699999928474426,144.0,0.3,7
10.4,0.041,0.32,0.99524,3.23,0.5299999713897705,127.0,0.25,7
9.0,0.058,0.38,0.9979,3.09,0.4399999976158142,194.0,0.23,6
10.533334,0.046,0.29,0.99313,3.25,0.5099999904632568,178.0,0.29,5
9.9,0.05,0.29,0.994,3.14,0.4199999868869781,87.0,0.22,5
10.6,0.045,0.42,0.9959,3.17,0.4300000071525574,169.0,0.28,5
11.1,0.042,0.28,0.9914,3.31,0.4300000071525574,93.0,0.16,6
10.1,0.029,0.34,0.99155,3.25,0.5099999904632568,77.0,0.16,6
11.5,0.032,0.35,0.99458,3.15,0.449999988079071,148.0,0.3,7
9.1,0.047,0.39,0.99946,3.34,0.7699999809265137,158.0,0.18,6
9.5,0.052,0.32,0.99657,3.39,0.6499999761581421,183.0,0.33,5
9.1,0.051,0.39,0.99947,3.35,0.7799999713897705,156.0,0.18,5
10.6,0.045,0.3,0.99704,3.14,0.3700000047683716,136.0,0.22,6
9.7,0.067,0.38,0.99496,3.17,0.7900000214576721,90.0,0.23,5
9.2,0.038,0.26,0.99477,3.36,0.4600000083446502,97.0,0.12,5
10.1,0.041,0.24,0.9956,3.29,0.4699999988079071,109.0,0.33,6
10.7,0.039,0.22,0.9927,3.23,0.5,116.0,0.23,6
11.0,0.031,0.2,0.9919,3.41,0.5299999713897705,159.0,0.33,6
10.4,0.047,0.38,0.9928,3.13,0.3899999856948852,96.0,0.15,8
9.0,0.053,0.57,0.99732,3.12,0.6800000071525574,134.0,0.27,5
10.0,0.054,0.28,0.997,3.14,0.4600000083446502,186.0,0.2,6
12.6,0.034,0.28,0.98862,3.22,0.3799999952316284,90.0,0.22,6
11.6,0.022,0.4,0.9922,3.54,0.5,174.0,0.35,7
11.2,0.033,0.29,0.99132,3.1,0.5799999833106995,82.0,0.15,7
11.3,0.031,0.24,0.9948,3.12,0.4300000071525574,167.0,0.44,7
8.7,0.045,0.67,0.9975,3.16,0.4399999976158142,155.0,0.37,5
10.3,0.059,0.29,0.9961,3.54,0.5899999737739563,199.0,0.27,5
9.4,0.041,0.24,0.99445,3.42,0.4000000059604645,113.0,0.18,6
9.9,0.045,0.5,0.99415,3.22,0.4900000095367431,122.0,0.22,6
11.75,0.031,0.25,0.99072,3.31,0.5799999833106995,130.0,0.4,7
10.4,0.047,0.29,0.9939,3.52,0.6499999761581421,107.0,0.17,6
11.5,0.031,0.27,0.99089,3.12,0.3899999856948852,80.0,0.26,6
11.0,0.038,0.23,0.9924,3.15,0.5,119.0,0.3,5
10.2,0.036,0.4,0.9944,3.17,0.3300000131130218,95.0,0.28,5
10.6,0.028,0.39,0.99156,3.57,0.5899999737739563,101.0,0.16,6
13.1,0.039,0.38,0.98963,3.23,0.5799999833106995,86.0,0.3,7
12.0,0.02,0.34,0.99212,3.18,0.4399999976158142,133.0,0.39,7
9.4,0.048,0.41,0.99863,3.16,0.7099999785423279,223.0,0.23,6
10.3,0.036,0.3,0.99242,2.99,0.7300000190734863,49.0,0.2,5
8.8,0.049,0.23,0.99754,3.12,0.5099999904632568,190.0,0.28,5
11.0,0.039,0.35,0.99216,3.18,0.4000000059604645,147.0,0.23,7
9.0,0.049,0.43,0.9957,3.12,0.4699999988079071,243.0,0.27,5
11.0,0.044,0.33,0.992,3.33,0.4399999976158142,217.5,0.23,6
12.8,0.062,0.26,0.98974,3.1,0.4699999988079071,87.0,0.32,6
9.4,0.057,0.32,0.9956,3.55,0.4399999976158142,144.0,0.11,7
9.9,0.05,0.25,0.99394,3.16,0.4000000059604645,68.0,0.15,6
9.8,0.041,0.13,0.992,3.14,0.4199999868869781,174.0,0.25,5
12.0,0.033,0.31,0.989435,2.96,0.6100000143051147,95.0,0.2,6
10.6,0.038,0.31,0.9945,3.1,0.3199999928474426,132.0,0.17,7
10.8,0.026,0.27,0.9921,3.08,0.3899999856948852,73.0,0.34,5
9.0,0.034,0.27,0.99773,3.2,0.4399999976158142,174.0,0.24,5
10.0,0.054,0.24,0.9964,3.36,0.5400000214576721,231.0,0.19,6
12.7,0.034,0.38,0.98865,3.11,0.5199999809265137,104.0,0.2,6
11.0,0.03,0.34,0.992,2.97,0.5299999713897705,107.0,0.18,6
11.5,0.031,0.4,0.9917,3.42,0.4900000095367431,134.0,0.21,6
12.4,0.024,0.28,0.98984,3.01,0.3499999940395355,128.0,0.27,6
11.3,0.046,0.25,0.99093,3.21,0.4000000059604645,182.0,0.34,5
9.0,0.036,0.02,0.993,3.2,0.3199999928474426,107.0,0.53,5
10.0,0.048,0.01,0.99362,3.19,0.4199999868869781,70.0,0.41,5
10.6,0.028,0.36,0.9938,3.48,0.4900000095367431,157.0,0.2,6
11.4,0.04,0.41,0.98988,3.14,0.5600000023841858,76.0,0.1,7
12.5,0.027,0.26,0.99228,3.06,0.3400000035762787,122.0,0.22,8
9.6,0.047,0.3,0.99705,3.16,0.5,160.0,0.27,6
9.6,0.04,0.39,0.9935,3.32,0.5799999833106995,147.0,0.26,8
10.5,0.036,0.4,0.9951,3.02,0.4199999868869781,88.0,0.23,6
8.7,0.041,0.28,1.0002,3.14,0.3799999952316284,144.0,0.28,5
10.2,0.045,0.31,0.99546,3.02,0.5899999737739563,161.0,0.31,5
9.6,0.05,0.4,0.9979,3.18,0.5799999833106995,227.0,0.27,6
11.6,0.042,0.28,0.98998,3.14,0.3700000047683716,102.0,0.22,7
10.0,0.041,0.42,0.99624,3.04,0.4900000095367431,193.0,0.38,6
10.0,0.043,0.39,0.9948,3.52,0.4699999988079071,159.0,0.15,5
9.9,0.038,0.36,0.9926,3.36,0.3400000035762787,111.0,0.2,6
12.0,0.042,0.34,0.9912,3.31,0.6499999761581421,69.0,0.32,7
9.9,0.041,0.18,0.99403,3.27,0.5,120.0,0.22,5
11.6,0.041,0.34,0.98981,3.04,0.449999988079071,73.0,0.24,7
9.1,0.052,0.3,0.998,3.02,0.5,183.0,0.25,6
12.0,0.05,0.35,0.99019,3.17,0.4799999892711639,83.0,0.22,7
11.4,0.037,0.37,0.9902,3.03,0.3899999856948852,100.0,0.48,4
9.4,0.053,0.21,0.9927,3.12,0.449999988079071,148.0,0.33,6
11.3,0.02,0.39,0.99089,3.25,0.75,66.0,0.26,7
9.8,0.04,0.24,0.99622,3.14,0.5400000214576721,159.0,0.43,6
9.9,0.049,0.27,0.9972,3.19,0.3899999856948852,217.0,0.25,5
11.4,0.034,0.31,0.99305,3.15,0.5199999809265137,103.0,0.19,7
12.5,0.023,0.29,0.99,3.25,0.449999988079071,86.0,0.24,6
10.6,0.042,0.14,0.9931,3.46,0.5099999904632568,160.0,0.46,7
9.9,0.034,0.26,0.99324,3.09,0.5699999928474426,99.0,0.12,6
11.0,0.044,0.21,0.99142,3.3,0.5899999737739563,108.0,0.25,6
9.4,0.054,0.3,0.9972,3.28,0.3899999856948852,170.0,0.23,5
10.566667,0.048,0.25,0.99212,3.28,0.5699999928474426,177.0,0.51,5
11.8,0.04,0.26,0.9913,3.07,0.5199999809265137,115.0,0.33,7
12.7,0.043,0.37,0.991,3.39,0.4799999892711639,113.0,0.39,8
11.4,0.034,0.26,0.9945,3.05,0.3700000047683716,142.0,0.21,6
10.3,0.04,0.36,0.9924,3.23,0.6600000262260437,87.0,0.28,6
9.7,0.048,0.27,0.99606,2.87,0.4900000095367431,112.0,0.26,6
9.6,0.055,0.34,0.9945,3.29,0.800000011920929,153.0,0.14,6
11.8,0.042,0.32,0.9898,3.42,0.6399999856948853,98.0,0.13,7
9.4,0.047,0.5,0.9968,3.08,0.6000000238418579,206.0,0.32,5
9.4,0.061,0.36,0.9976,3.31,0.5600000023841858,214.0,0.38,5
8.9,0.039,0.43,0.99745,3.08,0.3799999952316284,233.0,0.28,5
8.8,0.042,0.5,0.9972,3.15,0.4300000071525574,153.0,0.21,5
9.3,0.098,0.21,0.99657,3.03,0.4699999988079071,91.0,0.39,5
9.7,0.058,0.69,0.9931,3.06,0.4699999988079071,171.0,0.34,5
10.9,0.028,0.36,0.99175,3.21,0.6000000238418579,46.0,0.2,6
9.5,0.045,0.21,0.99341,3.32,0.4399999976158142,135.0,0.19,5
11.6,0.047,0.49,0.9919,3.27,0.3700000047683716,90.0,0.18,6
10.5,0.046,0.27,0.9924,3.41,0.5099999904632568,113.0,0.27,7
9.0,0.044,0.58,0.9978,3.15,0.5099999904632568,115.0,0.36,5
13.5,0.032,0.34,0.99012,3.27,0.3600000143051147,93.0,0.22,7
9.2,0.044,0.1,0.9937,3.01,0.3899999856948852,63.0,0.34,5
9.1,0.057,0.44,0.99956,3.11,0.5299999713897705,224.0,0.3,5
12.2,0.027,0.49,0.99,3.3,0.3300000131130218,126.0,0.34,7
9.0,0.084,0.41,0.9993,3.18,0.5799999833106995,222.0,0.46,5
11.6,0.034,0.28,0.9921,3.29,0.4600000083446502,152.0,0.37,7
9.0,0.06,0.28,0.9949,3.27,0.3700000047683716,105.0,0.54,5
11.4,0.042,0.34,0.99052,3.44,0.4199999868869781,123.0,0.21,6
11.4,0.043,0.52,0.99129,3.02,0.5299999713897705,152.0,0.27,6
10.7,0.044,0.28,0.992,3.35,0.4399999976158142,158.0,0.28,7
11.7,0.032,0.35,0.98988,3.16,0.3700000047683716,104.0,0.24,7
9.9,0.036,0.38,0.9924,3.14,0.4399999976158142,124.0,0.31,6
9.1,0.056,0.25,0.9955,3.19,0.4000000059604645,201.0,0.28,6
11.5,0.037,0.29,0.99326,3.11,0.3700000047683716,146.0,0.38,6
12.0,0.042,0.41,0.9944,3.1,0.3799999952316284,162.0,0.26,7
11.8,0.03,0.32,0.99407,3.11,0.4199999868869781,105.0,0.24,6
10.0,0.04,0.39,0.99475,3.32,0.4300000071525574,213.0,0.31,5
11.5,0.038,0.37,0.99206,2.98,0.8199999928474426,107.0,0.21,6
10.6,0.04,0.2,0.9962,3.1,0.5400000214576721,142.0,0.29,5
12.6,0.044,0.47,0.991,3.03,0.4099999964237213,65.0,0.32,4
10.6,0.029,0.34,0.99669,3.13,0.4799999892711639,166.0,0.27,5
10.9,0.036,0.33,0.9953,2.96,0.4000000059604645,118.0,0.29,7
12.0,0.048,0.39,0.99044,2.94,0.3499999940395355,87.0,0.2,6
10.5,0.04,0.13,0.9922,3.29,0.5199999809265137,64.0,0.415,5
11.0,0.045,0.33,0.9914,3.07,0.4699999988079071,162.0,0.14,6
10.0,0.04,0.49,0.9936,3.13,0.4099999964237213,148.0,0.28,6
9.3,0.067,0.34,0.99542,3.11,0.4799999892711639,156.0,0.33,6
9.8,0.032,0.4,0.9963,3.1,0.5099999904632568,214.0,0.37,6
10.5,0.032,0.25,0.994,3.31,0.3400000035762787,68.0,0.245,5
12.0,0.031,0.27,0.9922,3.01,0.3300000131130218,92.0,0.25,6
9.6,0.061,0.47,0.9954,3.14,0.449999988079071,150.0,0.37,6
10.1,0.036,0.21,0.99396,3.18,0.5199999809265137,119.0,0.17,6
9.8,0.032,0.34,0.99505,3.22,0.4600000083446502,112.0,0.32,6
10.8,0.028,0.3,0.9954,3.49,0.4199999868869781,131.0,0.18,7
8.5,0.045,0.49,0.9982,3.14,0.4799999892711639,243.0,0.37,6
12.7,0.053,0.26,0.98982,3.22,0.3899999856948852,128.0,0.44,6
9.1,0.049,0.34,0.9968,3.22,0.5099999904632568,150.0,0.41,5
12.0,0.037,0.34,0.9899,3.01,0.6800000071525574,115.0,0.16,6
8.8,0.032,0.0,0.99286,3.25,0.3600000143051147,82.0,0.54,5
9.0,0.05,0.33,0.9954,3.16,0.4300000071525574,178.0,0.2,4
10.0,0.041,0.36,0.9982,3.08,0.3100000023841858,190.0,0.32,6
12.2,0.031,0.31,0.99235,3.38,0.5799999833106995,115.0,0.32,7
9.3,0.052,0.06,0.9932,3.32,0.4300000071525574,79.0,0.52,5
9.4,0.056,0.57,0.99548,2.96,0.4300000071525574,150.0,0.13,6
9.1,0.043,0.5,0.99542,2.86,0.4600000083446502,132.0,0.23,6
8.8,0.082,0.54,0.9959,2.89,0.3899999856948852,163.0,0.17,6
11.3,0.038,0.26,0.9911,3.34,0.550000011920929,153.0,0.36,6
12.1,0.034,0.36,0.98942,3.11,0.5,111.0,0.35,8
12.5,0.034,0.32,0.992,3.51,0.5799999833106995,127.0,0.4,7
12.8,0.033,0.32,0.9912,3.18,0.4399999976158142,138.0,0.46,7
10.0,0.057,0.33,0.99693,3.1,0.550000011920929,127.0,0.26,6
11.4,0.053,0.24,0.993,3.23,0.699999988079071,121.0,0.25,5
12.9,0.04,0.34,0.99,3.25,0.449999988079071,108.0,0.19,6
9.7,0.054,0.38,1.0002,3.22,0.5,126.0,0.22,5
10.5,0.041,0.31,0.99092,3.06,0.4600000083446502,121.0,0.17,6
9.2,0.034,0.24,0.9933,3.13,0.3600000143051147,121.0,0.3,5
12.8,0.036,0.44,0.9913,3.01,0.699999988079071,119.0,0.21,6
10.3,0.036,0.32,0.9952,3.17,0.3899999856948852,115.0,0.28,7
9.5,0.042,0.23,0.9942,3.07,0.3199999928474426,67.0,0.16,5
9.4,0.046,0.2,0.99898,3.08,0.5600000023841858,184.0,0.46,5
12.9,0.034,0.38,0.99386,3.1,0.5699999928474426,74.0,0.24,6
13.4,0.036,0.25,0.98975,3.21,0.4699999988079071,132.0,0.43,6
12.0,0.036,0.26,0.99078,3.34,0.4099999964237213,132.0,0.22,7
11.3,0.033,0.42,0.9917,3.12,0.5299999713897705,171.0,0.34,6
10.3,0.052,0.38,0.99534,3.06,0.4600000083446502,150.0,0.23,5
12.4,0.033,0.25,0.98918,3.16,0.3700000047683716,111.0,0.27,6
9.3,0.046,0.4,0.99583,3.2,0.4900000095367431,179.0,0.26,5
10.5,0.05,0.28,0.9929,3.31,0.5600000023841858,137.0,0.31,6
10.5,0.029,0.5,0.99428,3.23,0.4900000095367431,93.0,0.26,6
10.6,0.037,0.49,0.9924,3.23,0.5699999928474426,104.0,0.16,6
10.1,0.051,0.28,0.9928,3.23,0.4199999868869781,142.0,0.21,6
10.8,0.043,0.33,0.9925,3.44,0.5199999809265137,149.0,0.19,5
11.2,0.041,0.27,0.9909,3.28,0.3799999952316284,117.0,0.15,6
12.3,0.033,0.2,0.99002,3.34,0.4799999892711639,74.0,0.335,6
10.1,0.05,0.4,0.9951,3.26,0.4399999976158142,97.0,0.28,6
9.1,0.053,0.3,0.9986,3.14,0.4900000095367431,212.0,0.19,7
12.2,0.031,0.24,0.98926,2.9,0.3799999952316284,86.0,0.23,6
12.8,0.095,0.32,0.98954,3.1,0.6299999952316284,75.0,0.44,6
9.1,0.044,0.34,0.99752,3.06,0.4300000071525574,139.0,0.17,6
9.8,0.062,0.2,0.99461,3.17,0.4399999976158142,203.0,0.34,6
11.2,0.042,0.36,0.9941,3.26,0.3700000047683716,161.0,0.29,8
12.6,0.025,0.3,0.99126,3.18,0.4600000083446502,138.0,0.43,6
10.3,0.049,0.55,0.9949,3.02,0.6100000143051147,94.0,0.17,6
9.9,0.038,0.3,0.9937,3.2,0.6200000047683716,210.0,0.3,6
10.5,0.056,0.3,0.9945,3.47,0.4199999868869781,122.0,0.13,6
9.3,0.049,0.32,0.9981,3.47,0.5899999737739563,209.0,0.4,6
11.3,0.051,0.44,0.99058,3.11,0.75,122.0,0.16,7
11.2,0.027,0.45,0.992,3.55,0.4900000095367431,128.0,0.24,8
9.5,0.056,0.35,0.99527,3.16,0.5,191.0,0.26,5
9.3,0.045,0.3,0.99469,3.32,0.449999988079071,105.0,0.14,5
10.0,0.036,0.34,0.9937,3.14,0.7599999904632568,200.0,0.38,5
12.7,0.03,0.31,0.9898,3.16,0.3700000047683716,136.0,0.22,7
10.9,0.044,0.31,0.9937,3.34,0.6399999856948853,128.0,0.26,8
9.7,0.064,0.29,0.99737,3.16,0.4099999964237213,115.5,0.13,7
13.0,0.032,0.39,0.98912,3.31,0.3799999952316284,71.0,0.19,7
10.6,0.029,0.34,0.99497,3.08,0.5,162.0,0.26,6
9.2,0.06,0.24,0.99512,3.59,0.5099999904632568,204.0,0.32,5
8.9,0.036,0.58,0.9977,3.06,0.4099999964237213,161.0,0.27,6
10.1,0.046,0.3,0.993,3.42,0.5099999904632568,134.0,0.25,7
11.1,0.048,0.35,0.99146,3.05,0.5600000023841858,161.0,0.36,6
9.2,0.041,0.28,0.99652,3.2,0.4199999868869781,110.0,0.18,6
10.7,0.032,0.49,0.9932,3.45,0.5699999928474426,148.0,0.24,7
12.3,0.024,0.37,0.98876,2.94,0.3899999856948852,76.0,0.37,6
11.3,0.025,0.28,0.9925,3.28,0.3799999952316284,121.0,0.23,6
9.0,0.062,0.49,0.9989,3.22,0.5299999713897705,191.0,0.31,4
10.2,0.047,0.3,0.9933,3.13,0.5,185.0,0.22,6
10.1,0.039,0.09,0.99206,3.12,0.4399999976158142,141.0,0.31,5
9.9,0.053,0.41,0.9976,3.29,0.6399999856948853,89.0,0.31,6
10.0,0.017,0.32,0.99348,3.12,0.4399999976158142,99.0,0.13,6
12.9,0.04,0.34,0.99,3.24,0.449999988079071,111.0,0.17,6
10.3,0.051,0.27,0.994,3.23,0.6700000166893005,147.0,0.28,6
10.8,0.083,0.36,0.9942,3.33,0.3700000047683716,133.0,0.24,6
11.5,0.017,0.24,0.99084,3.03,0.3700000047683716,80.0,0.39,5
9.5,0.044,0.24,0.9969,3.25,0.3899999856948852,165.0,0.21,5
9.2,0.053,0.55,0.99805,2.93,0.4399999976158142,159.0,0.21,5
9.1,0.042,0.3,0.9954,3.15,0.4600000083446502,176.0,0.16,5
9.7,0.046,0.29,0.9983,3.25,0.3700000047683716,113.0,0.29,6
12.1,0.03,0.25,0.99367,3.1,0.4399999976158142,136.0,0.32,6
9.4,0.045,0.23,0.9981,3.11,0.5299999713897705,192.0,0.46,5
9.9,0.057,0.24,0.9949,3.2,0.4099999964237213,163.0,0.41,6
10.2,0.069,0.24,0.9942,3.15,0.3499999940395355,117.0,0.39,4
11.0,0.037,0.29,0.992,3.27,0.6399999856948853,102.0,0.24,7
10.1,0.042,0.24,0.996,3.08,0.4000000059604645,130.0,0.26,6
9.8,0.054,0.37,0.99795,3.32,0.4699999988079071,159.0,0.23,4
10.0,0.028,0.29,0.99168,3.24,0.5400000214576721,69.0,0.28,6
11.4,0.042,0.28,0.99166,3.2,0.5699999928474426,177.0,0.3,5
10.8,0.04,0.32,0.993,3.21,0.5600000023841858,117.0,0.26,5
9.5,0.034,0.21,0.9972,3.28,0.4300000071525574,152.0,0.26,6
12.0,0.034,0.37,0.98952,2.93,0.5899999737739563,95.0,0.16,6
10.5,0.051,0.39,0.9961,3.38,0.5299999713897705,141.0,0.28,6
9.5,0.048,0.42,0.9974,3.32,0.4600000083446502,147.0,0.44,6
10.2,0.044,0.2,0.9962,3.37,0.3700000047683716,179.0,0.27,5
10.0,0.049,0.3,0.9954,2.99,0.5799999833106995,152.0,0.26,6
13.2,0.033,0.25,0.98794,3.08,0.4300000071525574,114.0,0.29,6
11.8,0.036,0.29,0.98938,3.06,0.4399999976158142,100.0,0.34,6
12.0,0.021,0.37,0.99076,3.39,0.4699999988079071,80.0,0.21,5
11.4,0.038,0.37,0.9902,3.37,0.3400000035762787,72.0,0.35,5
12.3,0.034,0.32,0.98952,3.16,0.5600000023841858,102.0,0.27,6
11.8,0.037,0.31,0.99,3.06,0.449999988079071,126.0,0.32,6
11.9,0.031,0.34,0.99,3.06,0.3899999856948852,107.0,0.24,6
11.5,0.04,0.32,0.9916,3.21,0.4399999976158142,148.0,0.17,7
9.5,0.036,0.33,0.99306,3.27,0.6100000143051147,109.0,0.085,6
12.2,0.037,0.41,0.9911,3.29,0.3899999856948852,165.0,0.25,7
12.3,0.028,0.32,0.9912,3.4,0.7099999785423279,113.0,0.26,7
10.4,0.052,0.29,0.99544,3.02,0.5799999833106995,149.0,0.28,6
10.9,0.047,0.31,0.99126,3.06,0.6399999856948853,122.0,0.23,7
9.7,0.09,0.21,0.99255,3.07,0.4099999964237213,130.0,0.17,5
10.0,0.052,0.35,0.993,3.45,0.4399999976158142,146.0,0.24,6
11.5,0.036,0.18,0.99125,3.28,0.4000000059604645,85.0,0.33,4
11.2,0.028,0.3,0.99242,2.94,0.4699999988079071,120.0,0.19,5
11.0,0.039,0.21,0.99328,2.96,0.5199999809265137,67.0,0.31,4
9.2,0.046,0.49,0.9996,3.06,0.4099999964237213,158.0,0.18,5
12.2,0.032,0.58,0.99275,3.28,0.4399999976158142,169.0,0.58,6
9.4,0.042,0.21,0.99373,3.02,0.5299999713897705,133.0,0.34,5
9.4,0.061,0.49,0.9938,3.08,0.3400000035762787,117.0,0.25,5
9.1,0.042,0.52,0.99839,2.98,0.4699999988079071,148.0,0.31,6
10.1,0.043,0.34,0.9935,3.31,0.6000000238418579,136.0,0.2,4
13.1,0.033,0.25,0.98966,3.26,0.5799999833106995,113.0,0.39,7
10.3,0.059,0.37,0.993,3.37,0.550000011920929,199.0,0.22,7
10.7,0.03,0.27,0.9947,3.4,0.3400000035762787,119.0,0.26,7
12.7,0.036,0.37,0.98853,3.09,0.4900000095367431,74.0,0.18,7
11.8,0.035,0.27,0.99058,3.1,0.3300000131130218,97.0,0.27,7
8.6,0.054,0.54,0.99864,3.06,0.4900000095367431,193.0,0.36,4
12.7,0.042,0.32,0.98952,3.31,0.4399999976158142,142.0,0.3,7
12.0,0.037,0.23,0.99021,3.36,0.4900000095367431,93.0,0.2,6
10.8,0.033,0.27,0.9959,2.99,0.3899999856948852,116.0,0.58,6
11.8,0.057,0.27,0.99257,3.16,0.3600000143051147,160.0,0.44,6
9.5,0.042,0.28,0.9952,3.3,0.75,180.0,0.22,6
10.1,0.04,0.29,0.99126,3.07,0.449999988079071,47.0,0.18,4
13.1,0.034,0.27,0.9897,3.26,0.3799999952316284,134.0,0.35,7
13.7,0.024,0.32,0.98906,3.25,0.5199999809265137,94.0,0.31,7
9.8,0.048,0.22,0.99304,3.24,0.449999988079071,173.0,0.39,5
10.8,0.051,0.16,0.99564,3.4,0.3799999952316284,115.0,0.205,6
11.0,0.032,0.18,0.99114,3.18,0.4000000059604645,124.0,0.33,6
10.3,0.049,0.36,0.996,3.6,0.4600000083446502,123.0,0.18,5
10.5,0.048,0.3,0.9933,3.25,0.449999988079071,131.0,0.24,5
9.6,0.053,0.5,0.9955,3.2,0.5099999904632568,202.0,0.36,6
11.0,0.037,0.3,0.9943,3.38,0.4399999976158142,131.0,0.39,6
10.6,0.035,0.49,0.9928,3.26,0.4000000059604645,120.0,0.14,7
9.4,0.048,0.41,0.99537,3.2,0.4600000083446502,178.0,0.32,5
11.8,0.037,0.24,0.9913,3.05,0.4399999976158142,150.0,0.31,7
9.6,0.051,0.49,0.9928,3.3,0.4600000083446502,87.0,0.22,5
8.8,0.045,0.51,0.99966,3.2,0.4699999988079071,125.0,0.21,6
12.6,0.096,0.35,0.99016,2.95,0.5400000214576721,80.0,0.39,6
12.4,0.026,0.23,0.9896,3.1,0.4000000059604645,99.0,0.32,6
9.2,0.038,0.05,0.9924,3.36,0.3499999940395355,30.0,0.29,5
11.5,0.057,0.49,0.9928,3.19,0.3499999940395355,108.0,0.2,6
8.9,0.044,0.34,0.99976,3.22,0.75,184.0,0.25,5
11.9,0.037,0.31,0.9911,3.19,0.3600000143051147,24.0,0.37,6
10.4,0.053,0.26,0.99976,3.2,0.5,174.0,0.3,5
11.0,0.021,0.27,0.99442,3.08,0.3799999952316284,156.0,0.31,7
9.0,0.068,0.19,0.9934,3.03,0.3799999952316284,101.0,0.37,6
12.0,0.04,0.32,0.99026,3.16,0.6600000262260437,106.0,0.17,5
11.3,0.035,0.33,0.99082,3.02,0.5799999833106995,158.0,0.25,6
11.5,0.052,0.36,0.98974,3.1,0.5,72.0,0.13,7
9.5,0.042,0.42,0.99674,3.24,0.5299999713897705,202.0,0.29,6
11.4,0.041,0.42,0.9925,3.11,0.4900000095367431,125.0,0.2,7
9.1,0.053,0.26,0.9943,3.24,0.4600000083446502,126.0,0.555,5
10.3,0.039,0.41,0.99678,3.28,0.7200000286102295,129.0,0.18,7
12.6,0.023,0.32,0.99262,3.34,0.3499999940395355,109.0,0.24,6
9.7,0.05,0.41,0.9988,3.37,0.4300000071525574,178.0,0.24,5
10.9,0.046,0.28,0.99665,3.17,0.3899999856948852,41.0,0.27,6
10.4,0.045,0.43,0.99752,3.52,0.7699999809265137,154.0,0.19,6
9.5,0.041,0.26,0.99509,3.22,0.550000011920929,90.0,0.23,6
10.0,0.041,0.27,0.9963,3.24,0.4699999988079071,146.0,0.32,5
10.7,0.032,0.18,0.99565,3.23,0.5099999904632568,131.0,0.43,5
11.4,0.036,0.32,0.99068,3.19,0.449999988079071,114.0,0.31,7
14.0,0.027,0.47,0.9907,3.38,0.449999988079071,88.0,0.39,6
10.2,0.048,0.49,0.9987,3.31,0.4399999976158142,195.0,0.22,6
12.0,0.038,0.35,0.9912,3.09,0.5299999713897705,164.0,0.3,6
9.8,0.041,0.33,0.99659,3.1,0.5600000023841858,168.0,0.3,5
9.1,0.061,0.22,0.99824,3.08,0.5,141.0,0.305,5
11.2,0.032,0.37,0.99185,3.32,0.4399999976158142,148.0,0.14,5
11.9,0.034,0.27,0.99088,2.97,0.5099999904632568,122.0,0.27,6
10.9,0.041,0.28,0.99418,2.98,0.3000000119209289,109.0,0.3,6
10.1,0.046,0.29,0.9952,3.29,0.5299999713897705,227.0,0.34,6
12.4,0.034,0.31,0.98944,3.16,0.5400000214576721,145.0,0.26,6
